lon,lat,number,street,unit,city,district,region,postcode,id,hash,tz
-104.7658935,39.8058266,6025,N Ceylon St,Bldg 1,,,,,,e2decd4f6916f5c6,America/Denver
-104.7663425,39.8067903,6025,N Ceylon St,Bldg 9,,,,,,a82c5298cd8845aa,America/Denver
-105.0531825,39.7223925,402,N Sheridan Blvd,,,,,,,72deeadc82ac725e,America/Denver
-104.9891953,39.7052512,655,S Broadway,# 1,,,,,,a2d38f80c55fcdb1,America/Denver
-104.9892048,39.7049246,675,S Broadway,# 1,,,,,,867fb69fb40226b8,America/Denver
-104.9119918,39.7114821,6523,E Alameda Ave,,,,,,,c625a88c71f8a728,America/Denver
-104.9873491,39.6850295,1736,S Broadway,,,,,,,1aadfe84f3f76f02,America/Denver
-104.7676391,39.8067023,6025,N Ceylon St,Bldg 4,,,,,,d10ddfc8c9425e68,America/Denver
-104.7683296,39.8070415,6025,N Ceylon St,Bldg 6,,,,,,2db7f0bbf9176688,America/Denver
-104.7687573,39.8066515,6025,N Ceylon St,Bldg 5,,,,,,3a837c8da60e8b08,America/Denver
-105.0424997,39.7774348,4444,N Stuart St,,,,,,,cb7e0240c14c35f8,America/Denver
-104.9779032,39.7029176,750,S Clarkson St,,,,,,,78b0d027a39efad1,America/Denver
-105.0226835,39.7694472,2781,W 38th Ave,,,,,,,b3816e91f633cddb,America/Denver
-105.0425001,39.7773744,4442,N Stuart St,,,,,,,19e02df18feeba6e,America/Denver
-104.9560462,39.7372225,1330,N Elizabeth St,Unit 1,,,,,,cc75a45d33a6a5eb,America/Denver
-104.9566932,39.7363223,1265,N Elizabeth St,Apt 501,,,,,,ac7007869af4b07b,America/Denver
-104.9575747,39.7377402,1365,N Columbine St,,,,,,,bfac2d965f6e6e2c,America/Denver
-104.9571986,39.7371784,1316,N Columbine St,Apt 3,,,,,,0ed1fc46b0ad6f60,America/Denver
-104.9583316,39.7378041,1350,N Josephine St,Apt 405,,,,,,258d5374b18fcd5c,America/Denver
-104.955904,39.7372219,1330,N Elizabeth St,Unit 7,,,,,,7a99f4410010652b,America/Denver
-104.9564835,39.7363131,1265,N Elizabeth St,Apt 307,,,,,,ba5d1292cb28894e,America/Denver
-104.9572025,39.7366788,1284,N Columbine St,Unit 202,,,,,,82fe9da2946aac09,America/Denver
-104.9576674,39.7377159,1365,N Columbine St,Apt 402,,,,,,9bc2ce09c3a3e0ba,America/Denver
-104.9583291,39.7376695,1350,N Josephine St,Apt 102,,,,,,4900c37f32b7af81,America/Denver
-104.9566932,39.7363223,1265,N Elizabeth St,Apt 401,,,,,,3c010e34e96c6e2a,America/Denver
-104.9576668,39.7377873,1365,N Columbine St,Apt 104,,,,,,6245c15a614c96fe,America/Denver
-104.9559038,39.7372411,1330,N Elizabeth St,Unit 8,,,,,,eee6818ffdab1718,America/Denver
-104.9572484,39.7371814,1316,N Columbine St,,,,,,,4131a119921d6248,America/Denver
-104.958329,39.7376888,1350,N Josephine St,Apt 203,,,,,,72fec2f429a71b21,America/Denver
-104.9583663,39.7379195,1350,N Josephine St,Apt 307,,,,,,48cf121ac8ea0615,America/Denver
-104.9571993,39.7366266,1284,N Columbine St,Unit 001,,,,,,9f83f139c5b03d50,America/Denver
-104.9576674,39.7377159,1365,N Columbine St,Apt 202,,,,,,9fe381d1eed0fcc6,America/Denver
-104.9577233,39.737837,1365,N Columbine St,Apt 605,,,,,,45ad8948d75f4f65,America/Denver
-105.0050641,39.7885004,5090,N Osage St,,,,,,,a273f0fa10b82cf9,America/Denver
-104.7772124,39.7840774,18201,Green Valley Ranch Blvd,,,,,,,2b05c7a2afb3f769,America/Denver
-104.9786127,39.758584,2853,Champa St,,,,,,,7e4a4b092679ae96,America/Denver
-105.0315547,39.7200984,211,N Julian St,Unit B,,,,,,a7ccf9209c6972a7,America/Denver
-104.9112468,39.6316711,4573,S Monaco St,,,,,,,21c165b4bcf74ba5,America/Denver
-104.7767064,39.7848347,4888,N Walden St,,,,,,,b3da11711d480b83,America/Denver
-104.9752015,39.7628706,3229.0 1/2,Curtis St,,,,,,,a7f92bc4c53baf0f,America/Denver
-104.9072313,39.7179124,6995,E Irvington Pl,Util 1,,,,,,c1345954e0071c1c,America/Denver
-104.9886917,39.6997392,941,S Bannock Way,,,,,,,4d84a5175e6f46d6,America/Denver
-105.0345661,39.7918326,5232,N Lowell Blvd,,,,,,,7fae2872b15130da,America/Denver
-105.0315292,39.7201779,211,N Julian St,Unit C,,,,,,17ad4e52de998e4e,America/Denver
-105.0315336,39.7200626,211,N Julian St,Unit A,,,,,,b9d8aa30ba2eb839,America/Denver
-104.9497393,39.7212101,306,N Steele St,,,,,,,330cd93aa2bef4ac,America/Denver
-105.0389694,39.7440252,3977,W 17th Ave,,,,,,,82ce8f69112e7184,America/Denver
-104.9497545,39.7854438,4922,N Steele St,,,,,,,36981cb42f3b9198,America/Denver
-105.0300007,39.7753432,4223,N Irving St,,,,,,,32e71601f92bc519,America/Denver
-104.9309151,39.7703378,3849,N Eudora Way,,,,,,,cdfa5d9074450548,America/Denver
-104.9561202,39.6809057,1958,S Columbine St,,,,,,,cfd8fa96b141f403,America/Denver
-105.0423513,39.7440357,4261,W 17th Ave,,,,,,,971634899f30e4a8,America/Denver
-104.9223882,39.6463593,3962,S Holly St,,,,,,,efb10c9b6fe7123e,America/Denver
-105.0345597,39.7520872,2370,N Lowell Blvd,,,,,,,7cf24b95cbf985b5,America/Denver
-104.9388138,39.7879864,5051,N Ash St,,,,,,,1db39b1af4e36010,America/Denver
-104.978135,39.7644539,3235,Larimer St,Unit 348,,,,,,7754918c5a8b1edc,America/Denver
-104.9781059,39.7650221,3235,Larimer St,Unit 332,,,,,,59ddfd71bac0b075,America/Denver
-104.9777933,39.7654489,3235,Larimer St,Unit 222,,,,,,c666aae17e442abb,America/Denver
-104.978058,39.7652415,3235,Larimer St,Unit 428,,,,,,bd975ea4c242d349,America/Denver
-104.977602,39.7653355,3235,Larimer St,Unit 316,,,,,,9de59442680ce263,America/Denver
-104.9785417,39.7647797,3235,Larimer St,Unit 541,,,,,,171b3fe2503bad74,America/Denver
-104.9785908,39.764876,3235,Larimer St,Unit 439,,,,,,931c74885565c8bb,America/Denver
-104.977747,39.765457,3235,Larimer St,Unit 121,,,,,,7b59e3591e202663,America/Denver
-104.9776126,39.7653438,3235,Larimer St,Unit 516,,,,,,3b1b502ba7d3a027,America/Denver
-104.9774969,39.7651264,3235,Larimer St,Unit 509,,,,,,649dc9f3dd2e739e,America/Denver
-104.9785417,39.7647797,3235,Larimer St,Unit 241,,,,,,87f428e54069129e,America/Denver
-104.9779189,39.7652903,3235,Larimer St,Unit 125,,,,,,f2df85d536a05bfd,America/Denver
-104.9783224,39.7646113,3235,Larimer St,Unit 445,,,,,,2015163438c6e22b,America/Denver
-104.9463415,39.7161566,3496,E Ellsworth Ave,,,,,,,32708fd1bf6073e4,America/Denver
-104.9776753,39.7650421,3235,Larimer St,Unit 505,,,,,,b95a0b07cb68bf16,America/Denver
-104.9779225,39.765293,3235,Larimer St,Unit 425,,,,,,efc1cabbced9016c,America/Denver
-104.9041248,39.7153518,7108,E Lowry Blvd,Unit 1159,,,,,,d1d108b4dd5abf8c,America/Denver
-104.9040806,39.7163646,7108,E Lowry Blvd,Unit 1185,,,,,,23894fd744410aab,America/Denver
-104.9512518,39.7200889,255,N Saint Paul St,Apt 702,,,,,,c41979fa05235c0f,America/Denver
-104.9041112,39.7156894,7108,E Lowry Blvd,Unit 3164,,,,,,4a1e19ea7d18c21b,America/Denver
-104.9514476,39.7200541,255,N Saint Paul St,Apt 505,,,,,,fe435429b142250b,America/Denver
-104.9046005,39.7154256,7108,E Lowry Blvd,Unit 2148,,,,,,5d03abc240697663,America/Denver
-104.9046251,39.7167078,7108,E Lowry Blvd,Unit 1108,,,,,,12eb81d17648fa6c,America/Denver
-104.951366,39.72004,255,N Saint Paul St,Apt 704,,,,,,b5ebd5f7e120675e,America/Denver
-104.9047919,39.7167416,7108,E Lowry Blvd,Unit 3107,,,,,,ea66190cd8a3bf1b,America/Denver
-104.9045648,39.7158564,7108,E Lowry Blvd,Unit 2138,,,,,,c00c2ec46eb5b924,America/Denver
-104.9040702,39.7154916,7108,E Lowry Blvd,Unit 1163,,,,,,7d3ea05380749ad5,America/Denver
-104.9513421,39.7203666,255,N Saint Paul St,Apt 210,,,,,,d22d6ae74aac9b72,America/Denver
-104.9045633,39.7156176,7108,E Lowry Blvd,Unit 3144,,,,,,2a94d5a70c7e860b,America/Denver
-104.9045663,39.7156835,7108,E Lowry Blvd,Unit 1136,,,,,,dec98ebb3681b562,America/Denver
-104.9513647,39.720202,255,N Saint Paul St,Apt 606,,,,,,2bd4c3d41d2edb0e,America/Denver
-104.9051226,39.7163068,7108,E Lowry Blvd,Unit 3123,,,,,,dfad47f004ad9706,America/Denver
-104.9040761,39.7156371,7108,E Lowry Blvd,Unit 3163,,,,,,1c45dd0737aa1e14,America/Denver
-104.9049415,39.7167121,7108,E Lowry Blvd,Unit 3103,,,,,,cadd47edc2d9994b,America/Denver
-104.9512519,39.7200861,255,N Saint Paul St,Apt 602,,,,,,dbbca9d3584be8a8,America/Denver
-104.9045709,39.7163973,7108,E Lowry Blvd,Unit 4115,,,,,,e4f465bd66afd419,America/Denver
-104.9041209,39.715802,7108,E Lowry Blvd,Unit 3168,,,,,,fa76cfc0ce36e7ca,America/Denver
-104.9045663,39.7156835,7108,E Lowry Blvd,Unit 3142,,,,,,162db7b3f98705fb,America/Denver
-104.9513722,39.7206165,255,N Saint Paul St,Apt 315,,,,,,f5215e2b50c6e9d6,America/Denver
-104.9046924,39.7167411,7108,E Lowry Blvd,Unit 3109,,,,,,cc3033cfc087ecaf,America/Denver
-104.9050198,39.7158615,7108,E Lowry Blvd,Unit 3137,,,,,,afd789ee80670453,America/Denver
-104.9047919,39.7167416,7108,E Lowry Blvd,Unit 4107,,,,,,a62ab2f5de40d393,America/Denver
-104.9513392,39.720287,255,N Saint Paul St,Apt 408,,,,,,29dd2d28ddf12765,America/Denver
-104.8911333,39.6836893,1885,S Quebec Way,Apt M101,,,,,,89cd988e87b7aac8,America/Denver
-104.9046021,39.7156507,7108,E Lowry Blvd,Unit 1137,,,,,,03239f5a4a8edf3f,America/Denver
-104.9513747,39.7207456,255,N Saint Paul St,Apt 417,,,,,,09ff33d6ef9ca97e,America/Denver
-104.9513427,39.7207427,255,N Saint Paul St,Apt 220,,,,,,a3f321800b5db172,America/Denver
-104.9046083,39.7157606,7108,E Lowry Blvd,Unit 3141,,,,,,5ef3af4f4d644e88,America/Denver
-104.9046355,39.7167435,7108,E Lowry Blvd,Unit 1107,,,,,,a03a01f7c56829b6,America/Denver
-104.9046005,39.7154256,7108,E Lowry Blvd,Unit 3148,,,,,,8d0fcb593ae24827,America/Denver
-104.9513658,39.7205149,255,N Saint Paul St,Apt 313,,,,,,b3048e637056abd0,America/Denver
-104.9046924,39.7167411,7108,E Lowry Blvd,Unit 1106,,,,,,d2cba317f9df404b,America/Denver
-104.9497865,39.7369518,1313,N Steele St,Apt 402,,,,,,33df89dd0011435b,America/Denver
-104.9940295,39.7884892,5050,N Fox St,Ste L,,,,,,6204cbd2ce5eb9cf,America/Denver
-105.0320037,39.7364483,1290,N Knox Ct,,,,,,,4ccd323aaf5f680a,America/Denver
-104.8907298,39.7011009,888,S Valentia St,Unit 21-102,,,,,,7f5a019f4d38fbca,America/Denver
-104.8913452,39.70145,888,S Valentia St,Unit 13-101,,,,,,baa0e5ff0b9c488a,America/Denver
-104.8903917,39.7007477,888,S Valentia St,Unit 20-103,,,,,,a9f0a9928c17b014,America/Denver
-104.8919616,39.701272,888,S Valentia St,Unit 5-104,,,,,,7423ada263ae46c2,America/Denver
-104.8909085,39.7014038,888,S Valentia St,Unit 16-102,,,,,,5f185ff1d0d5ccbf,America/Denver
-104.8919659,39.7011842,888,S Valentia St,Unit 4-104,,,,,,8a98faea12ff3904,America/Denver
-104.9668855,39.6804608,1723,E Asbury Ave,,,,,,,e3b90bd05446a881,America/Denver
-104.8580343,39.7972919,11175,E 55th Ave,Ste 104,,,,,,45744226ea7a7e2a,America/Denver
-104.9565957,39.7209153,2618,E 3rd Ave,,,,,,,162c2b8515a7ed30,America/Denver
-104.8902259,39.7010214,888,S Valentia St,Unit 19-103,,,,,,76f3099a68955037,America/Denver
-104.8913862,39.7016424,888,S Valentia St,Unit 11-102,,,,,,a6489a4003ebef5f,America/Denver
-104.8919448,39.7015739,888,S Valentia St,Unit 6-103,,,,,,1850a24f592f0a74,America/Denver
-104.8920645,39.7012945,888,S Valentia St,Unit 5-102,,,,,,049ea79f9cbb4ecd,America/Denver
-105.0303936,39.657745,3400,S Lowell Blvd,Apt 5-307,,,,,,75ded73f709ffe1f,America/Denver
-105.0326943,39.6573424,3400,S Lowell Blvd,Apt 9-307,,,,,,043b1c18c3169635,America/Denver
-105.0302455,39.6586449,3400,S Lowell Blvd,Apt 2-205,,,,,,c2df395cdb5d9b64,America/Denver
-105.0317004,39.6572588,3400,S Lowell Blvd,Apt 8-308,,,,,,957035505442162d,America/Denver
-105.0094075,39.7622714,3210,N Shoshone St,,,,,,,fad871292000737e,America/Denver
-105.0299621,39.6590775,3400,S Lowell Blvd,Apt 1-306,,,,,,15668a4fa26952ac,America/Denver
-105.0302446,39.6571871,3400,S Lowell Blvd,Apt 6-305,,,,,,8abdcf5f7a9f4da5,America/Denver
-105.0317783,39.6572948,3400,S Lowell Blvd,Apt 8-205,,,,,,88b6683d4b78ee78,America/Denver
-105.0301636,39.6581477,3400,S Lowell Blvd,Apt 3-104,,,,,,5e90c58adaff1659,America/Denver
-104.8678082,39.7991264,10277,E 56th Pl,,,,,,,a39c5b6dad219ba1,America/Denver
-105.0301206,39.6582024,3400,S Lowell Blvd,Apt 3-202,,,,,,71b4112148869413,America/Denver
-105.0306758,39.6580426,3400,S Lowell Blvd,Apt 4-202,,,,,,499a6759c0528834,America/Denver
-105.0306758,39.6580426,3400,S Lowell Blvd,Apt 4-302,,,,,,1283fde4e403be2e,America/Denver
-105.0327581,39.6573619,3400,S Lowell Blvd,Apt 9-306,,,,,,09087abece7fcbec,America/Denver
-105.0301591,39.6572389,3400,S Lowell Blvd,Apt 6-203,,,,,,52b6b88d8718b89e,America/Denver
-105.0301498,39.6586198,3400,S Lowell Blvd,Apt 2-307,,,,,,43d55b1276d335f3,America/Denver
-105.0303942,39.6576544,3400,S Lowell Blvd,Apt 5-104,,,,,,d298f9bc73a71f85,America/Denver
-105.0323867,39.6576734,3400,S Lowell Blvd,Apt 10-306,,,,,,88533fd2c8a3d257,America/Denver
-104.8721004,39.7991219,9845,E 56th Pl,,,,,,,58c6be77fcc84ba7,America/Denver
-105.0303941,39.6576819,3400,S Lowell Blvd,Apt 5-203,,,,,,93210e22c6f514c3,America/Denver
-104.874752,39.7991141,9687,E 56th Pl,,,,,,,b98b104b71f110c0,America/Denver
-105.032776,39.6573372,3400,S Lowell Blvd,Apt 9-105,,,,,,249522081424b8e5,America/Denver
-105.0311213,39.6572785,3400,S Lowell Blvd,Apt 7-101,,,,,,e0aa4b94dc3358e4,America/Denver
-105.0308187,39.6589766,3400,S Lowell Blvd,Apt 13-104,,,,,,2f5df4642c911f4a,America/Denver
-104.9459775,39.7203909,228,N Madison St,,,,,,,4e9647f0a308cac8,America/Denver
-104.9457388,39.7195552,3525,E 2nd Ave,,,,,,,9c3b6a9cc72d197f,America/Denver
-104.9459717,39.7197677,202,N Madison St,,,,,,,ee4e4934321b0368,America/Denver
-104.9459735,39.7204375,230,N Madison St,,,,,,,0b823b3644db5da6,America/Denver
-104.9458914,39.7195806,3505,E 2nd Ave,,,,,,,658607d88c513a72,America/Denver
-104.9460037,39.720218,220,N Madison St,,,,,,,d55c6a63ae27fad3,America/Denver
-104.945978,39.7198775,206,N Madison St,,,,,,,028b2647cc1971f7,America/Denver
-104.9457814,39.7195581,3527,E 2nd Ave,,,,,,,5be7646c6c1b9df1,America/Denver
-104.884717,39.7602143,8855,E Martin Luther King Jr Blvd,,,,,,,9fdbc0bff63eb328,America/Denver
-105.0378045,39.7254599,3846,W 6th Ave,,,,,,,3e6292f8816ebe28,America/Denver
-104.7723194,39.8098114,6207,N Tower Rd,,,,,,,e20c8a184ec56c3f,America/Denver
-104.764244,39.8018989,19151,E 58th Ave,,,,,,,ab1a378a3743ef35,America/Denver
-104.7377309,39.7931431,21387,E 53rd Ave,,,,,,,334db13e36bf3748,America/Denver
-104.6745321,39.8749424,9787,N Riverwood St,Unit A,,,,,,e8c62868bcf573cd,America/Denver
-104.9735119,39.6832827,1833,S Downing St,,,,,,,5660ce4d9fa70bc0,America/Denver
-104.9954555,39.7584597,646,W 29th Ave,,,,,,,1fbfccda84f5fd82,America/Denver
-104.8826196,39.7996689,9196,E 57th Ave,,,,,,,b3e3400a1ec98732,America/Denver
-105.0107186,39.7747156,4228.0 1/2,N Tejon St,,,,,,,f7bff6959b440a74,America/Denver
-104.924396,39.7189887,160,N Grape St,,,,,,,a3d09576dd663911,America/Denver
-104.897191,39.7288261,7847,E Severn Dr,,,,,,,064f5d46d0aad5a1,America/Denver
-104.9829171,39.7257119,355,E 6th Ave,,,,,,,ded748b5ab1002ce,America/Denver
-104.9887998,39.7429505,303,16th St,Unit 130,,,,,,8830cab179a6abc2,America/Denver
-104.6742859,39.8269488,7290,N Riverwood Pl,Unit B,,,,,,cf59c319abbef085,America/Denver
-104.6743572,39.826941,7290,N Riverwood Pl,Unit A,,,,,,7a81710883b88e62,America/Denver
-104.6758813,39.853855,8700,Pena Blvd,# AC-26-27,,,,,,38b7d2e84b5277b3,America/Denver
-104.9868035,39.6891917,1501.0 1/2,S Lincoln St,,,,,,,171b0a9911ee4d1d,America/Denver
-104.9817808,39.6855843,1705,S Pennsylvania St,,,,,,,1b274bcb42a7c523,America/Denver
-105.0328232,39.7180417,3452,W 1st Ave,,,,,,,ed1311a803d42de4,America/Denver
-105.0324542,39.731278,3469,W 9th Ave,,,,,,,531fd2364e15fbc7,America/Denver
-104.9626576,39.7073704,500,S Vine St,,,,,,,56c3282dd5ea59c2,America/Denver
-105.0152975,39.7582301,2880,N Zuni St,Unit 510,,,,,,566d2e5a92655451,America/Denver
-105.0155193,39.7580499,2880,N Zuni St,Unit 501,,,,,,764f05aea29361c3,America/Denver
-104.9633135,39.7401192,2003,E Colfax Ave,,,,,,,86e373af92c34a88,America/Denver
-105.0153656,39.7581536,2880,N Zuni St,Unit 507,,,,,,7279696a0cd61fba,America/Denver
-104.969401,39.7711792,1300,40th St,,,,,,,db53f8003c84c81f,America/Denver
-104.8966322,39.719805,7581,E Academy Blvd,,,,,,,7e1b52b618109ce6,America/Denver
-104.89727,39.7196325,96,N Rampart Way,,,,,,,065c32205a7c2515,America/Denver
-105.0210788,39.7621877,2719,W 32nd Ave,,,,,,,96a2552e0c5ecc5a,America/Denver
-104.8977621,39.7202884,144,N Rampart Way,,,,,,,ce42f5e25fdc7c20,America/Denver
-104.9857805,39.7163054,10.0 1/2,S Lincoln St,,,,,,,df556828114366c1,America/Denver
-105.0210883,39.7623607,2719.0 1/2,W 32nd Ave,,,,,,,53eabaaab49b80ed,America/Denver
-104.9721231,39.6733082,2390,S Marion St,,,,,,,fc17f5913b4c328f,America/Denver
-104.9686118,39.7711015,1580,E 39th Ave,,,,,,,67696419fc5545e8,America/Denver
-104.7725522,39.7791621,4555,N Tower Rd,,,,,,,d5f98428b750d819,America/Denver
-105.0654529,39.652079,3550,S Kendall St,Unit 5-308,,,,,,85bd0cca78c208af,America/Denver
-105.0662957,39.6513271,3550,S Kendall St,Unit 9-301,,,,,,ba88f11b2ceb89d8,America/Denver
-105.0656508,39.6516652,3550,S Kendall St,Unit 6-104,,,,,,16cfb01ee9a42786,America/Denver
-105.0661612,39.651818,3550,S Kendall St,Unit 10-307,,,,,,dc0a5a5d3f33e889,America/Denver
-105.0659589,39.651227,3550,S Kendall St,Unit 8-304,,,,,,babd30b703f8ed8f,America/Denver
-105.0658745,39.651666,3550,S Kendall St,Unit 6-102,,,,,,c0cb64c9f6944df9,America/Denver
-105.0662772,39.6525981,3550,S Kendall St,Unit 1-304,,,,,,abe354b15ff636c2,America/Denver
-105.0659725,39.6513314,3550,S Kendall St,Unit 8-105,,,,,,4798c9baf20b3858,America/Denver
-105.0657252,39.6522639,3550,S Kendall St,Unit 4-202,,,,,,edc4dfafd8ec6064,America/Denver
