lon,lat,number,street,unit,city,district,region,postcode,id,hash,tz
-122.1537476,37.440649,1130,Bryant Street,,,,,94301,,e1337d34415ee38f,America/Los_Angeles
-122.1446196,37.4261872,415,California Avenue,,,,,94306,,616081a3d74942fa,America/Los_Angeles
-122.1113265,37.4265852,3662,Arbutus Avenue,,,,,94303,,f7fde0f684f952fb,America/Los_Angeles
-122.1654567,37.447949,262,Hawthorne Avenue,,,,,94301,,8c7e67d83f193340,America/Los_Angeles
-122.144427,37.42618,409,California Avenue,,,,,94306,,f943d70c0e3f853b,America/Los_Angeles
-122.1115197,37.426729,3652,Arbutus Avenue,,,,,94303,,6864b0711476fe5c,America/Los_Angeles
-122.1539216,37.4407488,1116,Bryant Street,,,,,94301,,08bfe4e99464307d,America/Los_Angeles
-122.1553776,37.4493907,626,Middlefield Road,,,,,94301,,0a77ac6068f8a2e9,America/Los_Angeles
-122.1656088,37.447788,254,Hawthorne Avenue,,,,,94301,,39ab268eafaa278e,America/Los_Angeles
-122.1444008,37.4262117,407,California Avenue,,,,,94306,,19802b0aa7419e0a,America/Los_Angeles
-122.1552723,37.4493418,628,Middlefield Road,,,,,94301,,da341c8128599f86,America/Los_Angeles
-122.1540619,37.440824,1106,Bryant Street,,,,,94301,,4c6ca808a134aaeb,America/Los_Angeles
-122.1121166,37.4276954,3593,Arbutus Avenue,,,,,94303,,81964eda37ec9d64,America/Los_Angeles
-122.1132765,37.4518383,2450,Embarcadero Way,,,,,94303,,13003dc09f196436,America/Los_Angeles
-122.1550262,37.4491693,640,Middlefield Road,,,,,94301,,ae571bd7e9aec6e3,America/Los_Angeles
-122.144709,37.4260964,421,California Avenue,,,,,94306,,541cec9e85a9357f,America/Los_Angeles
-122.1541948,37.4409111,1100,Bryant Street,,,,,94301,,dcd8f3bbb93a26d6,America/Los_Angeles
-122.1123036,37.4278261,3589,Arbutus Avenue,,,,,94303,,b2e6755a0b6dd565,America/Los_Angeles
-122.1133934,37.4519538,2448,Embarcadero Way,,,,,94303,,0d8687d17c42a96a,America/Los_Angeles
-122.1547353,37.4491084,660,Middlefield Road,,,,,94301,,33ca018780d7f7de,America/Los_Angeles
-122.1503382,37.43797,1444,Bryant Street,,,,,94301,,15fe7ab888adb45c,America/Los_Angeles
-122.143864,37.4270344,321,California Avenue,,,,,94306,,5a50ad47402e4ef2,America/Los_Angeles
-122.1125103,37.4279601,3585,Arbutus Avenue,,,,,94303,,983bb09de37be3ff,America/Los_Angeles
-122.1135514,37.4521898,2438,Embarcadero Way,,,,,94303,,cdad23d178ca77b2,America/Los_Angeles
-122.1551478,37.4492459,636,Middlefield Road,,,,,94301,,ad5f966af5aca071,America/Los_Angeles
-122.1500706,37.4383124,1440,Bryant Street,,,,,94301,,1fc6dc23473421b7,America/Los_Angeles
-122.1441457,37.4268652,361,California Avenue,,,,,94306,,b02f1201e67f65bf,America/Los_Angeles
-122.1112852,37.4272023,3641,Arbutus Avenue,,,,,94303,,5f04837d170a0387,America/Los_Angeles
-122.1129829,37.4525845,2415,Embarcadero Way,,,,,94303,,e6b9cdc1052bbc81,America/Los_Angeles
-122.1552626,37.4490784,638,Middlefield Road,,,,,94301,,ec9a9623418766f9,America/Los_Angeles
-122.1503793,37.4384879,1404,Bryant Street,,,,,94301,,1d1906b5317bf0a2,America/Los_Angeles
-122.1456908,37.4261465,444,California Avenue,,,,,94306,,df2a5fbfccf7edc0,America/Los_Angeles
-122.1117046,37.4274375,3613,Arbutus Avenue,,,,,94303,,1d5917882585d537,America/Los_Angeles
-122.1128776,37.4524697,2417,Embarcadero Way,,,,,94303,,bcb111c039a9b74d,America/Los_Angeles
-122.1545478,37.4495854,641,Middlefield Road,,,,,94301,,927f13eb914a766c,America/Los_Angeles
-122.13001,37.4258939,3031,Bryant Street,,,,,94306,,eb825d6b7370663f,America/Los_Angeles
-122.1114742,37.4273311,3631,Arbutus Avenue,,,,,94303,,3da0c62599aace89,America/Los_Angeles
-122.1454697,37.4260512,442,California Avenue,,,,,94306,,56fa3b21355aa15c,America/Los_Angeles
-122.1124866,37.4522193,2425,Embarcadero Way,,,,,94303,,7c21235030dce3b9,America/Los_Angeles
-122.1546153,37.449628,639,Middlefield Road,,,,,94301,,85a2bf069ff1322b,America/Los_Angeles
-122.1301209,37.4259824,3021,Bryant Street,,,,,94306,,3aa378ddda85bd20,America/Los_Angeles
-122.1119145,37.4275644,3605,Arbutus Avenue,,,,,94303,,25a5587125caed2a,America/Los_Angeles
-122.144543,37.426289,403,California Avenue,,,,,94306,,23b6f1ada327e4f9,America/Los_Angeles
-122.1132369,37.451795,2452,Embarcadero Way,,,,,94303,,9d6353a5950260b4,America/Los_Angeles
-122.1546829,37.4496706,637,Middlefield Road,,,,,94301,,cca77300a3845a4e,America/Los_Angeles
-122.1302633,37.4260577,3011,Bryant Street,,,,,94306,,68c5df56af0097dc,America/Los_Angeles
-122.111875,37.4269479,3632,Arbutus Avenue,,,,,94303,,5fcb2d977847c4ba,America/Los_Angeles
-122.1443802,37.4262368,405,California Avenue,,,,,94306,,a46e058d876c2574,America/Los_Angeles
-122.1131914,37.4517472,2454,Embarcadero Way,,,,,94303,,32a083d8aa2a71d9,America/Los_Angeles
-122.1548045,37.4497472,633,Middlefield Road,,,,,94301,,a7678d94ad5c53f9,America/Los_Angeles
-122.1303859,37.4261133,3001,Bryant Street,,,,,94306,,a58f6679b5a65381,America/Los_Angeles
-122.11204,37.4270738,3612,Arbutus Avenue,,,,,94303,,c1f67269bafaebe1,America/Los_Angeles
-122.1441839,37.4264925,395,California Avenue,,,,,94306,,c638fe1251e48a29,America/Los_Angeles
-122.1131452,37.451697,2458,Embarcadero Way,,,,,94303,,16820596bd06b8d5,America/Los_Angeles
-122.1301108,37.4249677,3024,Bryant Street,,,,,94306,,4204d895af11eb76,America/Los_Angeles
-122.1122412,37.4272135,3604,Arbutus Avenue,,,,,94303,,8c34c97ef04f18bf,America/Los_Angeles
-122.153137,37.4486769,759,Middlefield Road,,,,,94301,,c61f6aee5d1b4ca8,America/Los_Angeles
-122.1441649,37.4265139,393,California Avenue,,,,,94306,,96d1334261ea1ea8,America/Los_Angeles
-122.1127914,37.4513559,2462,Embarcadero Way,,,,,94303,,0d72e55c55bc160d,America/Los_Angeles
-122.1307225,37.4263422,2991,Bryant Street,,,,,94306,,a8cb7124cc6e78ce,America/Los_Angeles
-122.1124343,37.4273419,3592,Arbutus Avenue,,,,,94303,,0c85ca5d1582eee7,America/Los_Angeles
-122.1534374,37.448948,735,Middlefield Road,,,,,94301,,49da8cdcd6e2931c,America/Los_Angeles
-122.1443286,37.4266201,381,California Avenue,,,,,94306,,d70a2ab39e548414,America/Los_Angeles
-122.1127147,37.4512767,2464,Embarcadero Way,,,,,94303,,5fb9d090de7d45e2,America/Los_Angeles
-122.1286441,37.4250497,3151,Bryant Street,,,,,94306,,4e09e590baeb804d,America/Los_Angeles
-122.1441485,37.4265363,385,California Avenue,,,,,94306,,0130c05367496966,America/Los_Angeles
-122.1539752,37.4492771,707,Middlefield Road,,,,,94301,,423be67d08c371cd,America/Los_Angeles
-122.1126617,37.4275012,3588,Arbutus Avenue,,,,,94303,,7565dd5fc9243087,America/Los_Angeles
-122.1122836,37.4509373,2476,Embarcadero Way,,,,,94303,,2526a5bf10daa2e9,America/Los_Angeles
-122.1287688,37.4251427,3139,Bryant Street,,,,,94306,,f100787034ac8a4b,America/Los_Angeles
-122.1466535,37.4435597,1333,Byron Street,,,,,94301,,de9701e3cb0794a3,America/Los_Angeles
-122.1538401,37.449192,711,Middlefield Road,,,,,94301,,d5ae05f042a09f11,America/Los_Angeles
-122.1059032,37.4234353,3924,Bibbits Drive,,,,,94303,,6fb14241dd936d7b,America/Los_Angeles
-122.1155738,37.4570679,1985,Embarcadero Way,,,,,94303,,aef95c10932586ab,America/Los_Angeles
-122.1289092,37.4252504,3127,Bryant Street,,,,,94306,,c8b9e66f4f654b97,America/Los_Angeles
-122.1463692,37.4434002,1351,Byron Street,,,,,94301,,39da59af4bfe8915,America/Los_Angeles
-122.1535986,37.449036,727,Middlefield Road,,,,,94301,,57422f044f2002a6,America/Los_Angeles
-122.1053176,37.423183,3931,Bibbits Drive,,,,,94303,,ed35ea17eaf2ccd6,America/Los_Angeles
-122.1123605,37.4509892,2472,Embarcadero Way,,,,,94303,,f2335bfcff456f51,America/Los_Angeles
-122.1290768,37.4253032,3115,Bryant Street,,,,,94306,,11bb61c461ebb43b,America/Los_Angeles
-122.1532863,37.4488585,741,Middlefield Road,,,,,94301,,1180dbb22d23039f,America/Los_Angeles
-122.1480744,37.4444419,1225,Byron Street,,,,,94301,,ba3c98f15e089b8e,America/Los_Angeles
-122.1053309,37.4233791,3925,Bibbits Drive,,,,,94303,,aa277bee1ef70ebf,America/Los_Angeles
-122.1243839,37.4040121,4284,Los Palos Circle,,,,,94306,,1ccbb734d83650ec,America/Los_Angeles
-122.1612231,37.4531481,150,Middlefield Road,,,,,94301,,17d7adf6c208c714,America/Los_Angeles
-122.129215,37.4254192,3091,Bryant Street,,,,,94306,,956a32eb1e1e698a,America/Los_Angeles
-122.1480098,37.4444043,1227,Byron Street,,,,,94301,,13077a58514f39fd,America/Los_Angeles
-122.1053168,37.4235719,3919,Bibbits Drive,,,,,94303,,d6152974dfd5a39f,America/Los_Angeles
-122.1245863,37.4041619,4280,Los Palos Circle,,,,,94306,,83698e4a893ac369,America/Los_Angeles
-122.1613447,37.4532247,142,Middlefield Road,,,,,94301,,84a5a2984010fa67,America/Los_Angeles
-122.147899,37.4443344,1231,Byron Street,,,,,94301,,942f82ab3d7ca069,America/Los_Angeles
-122.1293499,37.4254898,3081,Bryant Street,,,,,94306,,05d7426b96f06590,America/Los_Angeles
-122.1052961,37.4230306,3937,Bibbits Drive,,,,,94303,,d6e390a80d8cbaf5,America/Los_Angeles
-122.118175,37.4101744,367,Whitclem Place,,,,,94306,,0fb0c830f1298445,America/Los_Angeles
-122.1613988,37.4532588,140,Middlefield Road,,,,,94301,,95dc154ffffa5471,America/Los_Angeles
-122.129466,37.4255702,3071,Bryant Street,,,,,94306,,482973efbf07fa30,America/Los_Angeles
-122.1484699,37.4442167,1220,Byron Street,,,,,94301,,9ddb61885d805b6f,America/Los_Angeles
-122.1053206,37.4239184,3907,Bibbits Drive,,,,,94303,,456cc0229a1ff510,America/Los_Angeles
-122.117886,37.4100844,363,Whitclem Place,,,,,94306,,8c2addfe30dda424,America/Los_Angeles
-122.1483277,37.444127,1228,Byron Street,,,,,94301,,ee0b27b4a73becba,America/Los_Angeles
-122.1296224,37.4256496,3061,Bryant Street,,,,,94306,,3828359aadee8663,America/Los_Angeles
-122.1053313,37.423728,3913,Bibbits Drive,,,,,94303,,88142e3a884f4615,America/Los_Angeles
-122.1176964,37.4105564,357,Whitclem Place,,,,,94306,,a8859988786d24ff,America/Los_Angeles
-122.1482105,37.4440281,1242,Byron Street,,,,,94301,,b65836951bcb27eb,America/Los_Angeles
-122.1297312,37.4257374,3051,Bryant Street,,,,,94306,,7987fa578b8c64ed,America/Los_Angeles
-122.1053913,37.4241557,3901,Bibbits Drive,,,,,94303,,c3c45cdcbb4dadae,America/Los_Angeles
-122.1176348,37.4102988,361,Whitclem Place,,,,,94306,,5251c44e56d9794a,America/Los_Angeles
-122.1298684,37.4258119,3041,Bryant Street,,,,,94306,,1be09decec43a91f,America/Los_Angeles
-122.1486049,37.4443017,1212,Byron Street,,,,,94301,,3ae5e92671742b7a,America/Los_Angeles
-122.1058867,37.423099,3936,Bibbits Drive,,,,,94303,,2090a944fda1d344,America/Los_Angeles
-122.1208612,37.433393,3093,Stelling Court,,,,,94303,,52852ff782d60113,America/Los_Angeles
-122.14872,37.4443712,1202,Byron Street,,,,,94301,,02be812d343cd99c,America/Los_Angeles
-122.1059058,37.4232858,3930,Bibbits Drive,,,,,94303,,b35f0392450a539c,America/Los_Angeles
-122.1203659,37.4332379,3103,Stelling Court,,,,,94303,,ea4cd7ef4353143d,America/Los_Angeles
-122.149013,37.4450379,1147,Byron Street,,,,,94301,,6540266b400491da,America/Los_Angeles
-122.1072886,37.4216944,3991,Bibbits Drive,,,,,94303,,1842f5c6620e6471,America/Los_Angeles
-122.1206469,37.4335703,3097,Stelling Court,,,,,94303,,5fcd267e08543600,America/Los_Angeles
-122.1491596,37.4451504,1139,Byron Street,,,,,94301,,7c820208b6e07b90,America/Los_Angeles
-122.1075135,37.4220804,3992,Bibbits Drive,,,,,94303,,10fa4f6836a8b4ac,America/Los_Angeles
-122.1482875,37.4445981,1211,Byron Street,,,,,94301,,9e652cca1a583efe,America/Los_Angeles
-122.1075751,37.4216884,3997,Bibbits Drive,,,,,94303,,4a391b8809fa9fc8,America/Los_Angeles
-122.1484856,37.4446511,1205,Byron Street,,,,,94301,,659290381bd28105,America/Los_Angeles
-122.107618,37.4219096,3998,Bibbits Drive,,,,,94303,,41ad473b98e3f82c,America/Los_Angeles
-122.1204061,37.4334552,3101,Stelling Court,,,,,94303,,54205a29e41ec818,America/Los_Angeles
-122.148129,37.4445013,1221,Byron Street,,,,,94301,,614751edc9ec1143,America/Los_Angeles
-122.1069448,37.4223111,3974,Bibbits Drive,,,,,94303,,83726f047c927b25,America/Los_Angeles
-122.1658818,37.4247062,618,Escondido Road,,,,,94305,,19ec0f8733a6ca3e,America/Los_Angeles
-122.1071452,37.4222324,3980,Bibbits Drive,,,,,94303,,5475e8739201b024,America/Los_Angeles
-122.1493175,37.4447321,1150,Byron Street,,,,,94301,,1edee9e9150fb468,America/Los_Angeles
-122.1634394,37.42409,658,Escondido Road,,,,,94305,,967d4436246ec594,America/Los_Angeles
-122.1243676,37.4387115,912,Amarillo Avenue,,,,,94303,,38590d3f67b54274,America/Los_Angeles
-122.1494696,37.4447999,1142,Byron Street,,,,,94301,,7c1fb9c49f4330c4,America/Los_Angeles
-122.1628536,37.4255105,655,Escondido Road,,,,,94305,,fe74b227d060face,America/Los_Angeles
-122.1238436,37.4387637,926,Amarillo Avenue,,,,,94303,,2724f0da5fc79bd5,America/Los_Angeles
-122.1495691,37.444897,1124,Byron Street,,,,,94301,,6b36cab9da519066,America/Los_Angeles
-122.1615069,37.4533269,136,Middlefield Road,,,,,94301,,0e0fac4662a58c20,America/Los_Angeles
-122.1619602,37.4248742,673,Escondido Road,,,,,94305,,f50522187327f24b,America/Los_Angeles
-122.1245118,37.4393299,925,Amarillo Avenue,,,,,94303,,720808193617c5f0,America/Los_Angeles
-122.1497109,37.4449988,1120,Byron Street,,,,,94301,,e299e525b6d79302,America/Los_Angeles
-122.1616285,37.4534035,128,Middlefield Road,,,,,94301,,e737ce008b5ac8af,America/Los_Angeles
-122.1246419,37.439172,919,Amarillo Avenue,,,,,94303,,200fac91b6082740,America/Los_Angeles
-122.1621025,37.4257071,661,Escondido Road,,,,,94305,,844609720c81c45b,America/Los_Angeles
-122.1498636,37.4450857,1112,Byron Street,,,,,94301,,0e413d9a3da20632,America/Los_Angeles
-122.1618064,37.4534456,122,Middlefield Road,,,,,94301,,93c95b8ef9deef71,America/Los_Angeles
-122.1219124,37.4423958,1047,Amarillo Avenue,,,,,94303,,100f40e439a72978,America/Los_Angeles
-122.1609615,37.424993,685,Escondido Road,,,,,94305,,f107ea802395da34,America/Los_Angeles
-122.1284286,37.4241728,3174,Bryant Street,,,,,94306,,87e17eb28249e3d1,America/Los_Angeles
-122.1494462,37.4452815,1119,Byron Street,,,,,94301,,d756130d8cebfa02,America/Los_Angeles
-122.1619252,37.4535029,102,Middlefield Road,,,,,94301,,d627eeee3d1d4a93,America/Los_Angeles
-122.121471,37.4424396,1063,Amarillo Avenue,,,,,94303,,6e41e7c27732e080,America/Los_Angeles
-122.1580347,37.423588,785,Escondido Road,,,,,94305,,d01a52637008a618,America/Los_Angeles
-122.1493251,37.4452458,1125,Byron Street,,,,,94301,,7b168de889984737,America/Los_Angeles
-122.1217038,37.4421617,1045,Amarillo Avenue,,,,,94303,,b68a461107b06179,America/Los_Angeles
-122.1620924,37.4535558,100,Middlefield Road,,,,,94301,,1d8713b050b9e639,America/Los_Angeles
-122.1285574,37.4242809,3170,Bryant Street,,,,,94306,,43390abde2fd3182,America/Los_Angeles
-122.1570049,37.423149,795,Escondido Road,,,,,94305,,5838b4d20a964ec4,America/Los_Angeles
-122.1620808,37.4527258,138,Byron Street,,,,,94301,,cf175e67eba9757f,America/Los_Angeles
-122.1605056,37.4527315,212,Middlefield Road,,,,,94301,,fa55bee7e2e9a328,America/Los_Angeles
-122.1222942,37.4417579,1031,Amarillo Avenue,,,,,94303,,df9abaa0386fecd0,America/Los_Angeles
-122.1286442,37.424411,3166,Bryant Street,,,,,94306,,efcd761b718ca639,America/Los_Angeles
-122.1553529,37.4223897,865,Escondido Road,,,,,94305,,878022b66235695d,America/Los_Angeles
-122.1605984,37.4528336,204,Middlefield Road,,,,,94301,,7e35f5056d7a2f32,America/Los_Angeles
-122.1618105,37.4525555,144,Byron Street,,,,,94301,,c88bf199241ac384,America/Los_Angeles
-122.1221565,37.4419151,1037,Amarillo Avenue,,,,,94303,,b8b6b8898c04e7d0,America/Los_Angeles
-122.1283583,37.4240397,3182,Bryant Street,,,,,94306,,4865824ac94fe1fd,America/Los_Angeles
-122.1563097,37.4222358,850,Escondido Road,,,,,94305,,ad396f6ae92c9f31,America/Los_Angeles
-122.1601413,37.453058,211,Middlefield Road,,,,,94301,,d4c4d0ba90aa6f70,America/Los_Angeles
-122.1362874,37.4443899,873,Embarcadero Road,,,,,94303,,837b9341654acc1c,America/Los_Angeles
-122.1206267,37.4250611,3336,Saint Michael Drive,,,,,94306,,62fc88280094181f,America/Los_Angeles
-122.1279309,37.4165053,3981,El Camino Real,,,,,94306,,91fda51c8740f6d3,America/Los_Angeles
-122.1374689,37.4482091,976,Stanley Way,,,,,94303,,3a9fea55ea57836b,America/Los_Angeles
-122.1360614,37.4444358,877,Embarcadero Road,,,,,94303,,32b76780a0f874a2,America/Los_Angeles
-122.1202988,37.4252935,3344,Saint Michael Drive,,,,,94306,,189442ea9c6518f1,America/Los_Angeles
-122.1298305,37.4163592,3924,El Camino Real,,,,,94306,,c45c56a4a40593d0,America/Los_Angeles
-122.1374581,37.44856,930,Stanley Way,,,,,94303,,2005fb80020eaa30,America/Los_Angeles
-122.1358261,37.4445032,881,Embarcadero Road,,,,,94303,,c953853de4c17930,America/Los_Angeles
-122.1201597,37.4254255,3348,Saint Michael Drive,,,,,94306,,0ceb290dd948f09d,America/Los_Angeles
-122.1292276,37.4160486,3972,El Camino Real,,,,,94306,,f263bc40dc2d1c17,America/Los_Angeles
-122.1375818,37.4463466,1174,Stanley Way,,,,,94303,,495a1c4e3cb096bf,America/Los_Angeles
-122.1356075,37.4445659,885,Embarcadero Road,,,,,94303,,9a21e59b19c154cc,America/Los_Angeles
-122.1199849,37.4255329,3352,Saint Michael Drive,,,,,94306,,f9aed2fda0d1478e,America/Los_Angeles
-122.1282764,37.4152258,4020,El Camino Real,,,,,94306,,001b4e5aeb561b7a,America/Los_Angeles
-122.1374265,37.4464888,1160,Stanley Way,,,,,94303,,0ef1fd3083158365,America/Los_Angeles
-122.1353867,37.4446443,889,Embarcadero Road,,,,,94303,,a39eeb26952a7b1a,America/Los_Angeles
-122.1473405,37.4273209,438,College Avenue,,,,,94306,,8baea59b1f16962e,America/Los_Angeles
-122.1207929,37.4249251,3330,Saint Michael Drive,,,,,94306,,9767d1e548c45f1f,America/Los_Angeles
-122.1351171,37.4446988,893,Embarcadero Road,,,,,94303,,8e5bb0f610f9a766,America/Los_Angeles
-122.1282689,37.4166658,3945,El Camino Real,,,,,94306,,76f67fb958b84605,America/Los_Angeles
-122.1278265,37.4082232,4151,Amaranta Avenue,,,,,94306,,990ce78660b87b98,America/Los_Angeles
-122.1350108,37.4413409,834,East Greenwich Place,,,,,94303,,34374651995f200f,America/Los_Angeles
-122.1279837,37.4083183,4147,Amaranta Avenue,,,,,94306,,e7c121187b03ca2e,America/Los_Angeles
-122.1281842,37.4083893,4143,Amaranta Avenue,,,,,94306,,f0b3f91a86393a4f,America/Los_Angeles
-122.1283334,37.4084863,4139,Amaranta Avenue,,,,,94306,,7decf3a8e8416aea,America/Los_Angeles
-122.1285566,37.4085832,4133,Amaranta Avenue,,,,,94306,,2900f9b4c71ef81f,America/Los_Angeles
-122.1286991,37.4086505,4125,Amaranta Avenue,,,,,94306,,eb0d8ee984118542,America/Los_Angeles
-122.1316626,37.4460941,140,Iris Way,,,,,94303,,023accd4d0eeceba,America/Los_Angeles
-122.1288846,37.4087042,4115,Amaranta Avenue,,,,,94306,,2a554b85823d6423,America/Los_Angeles
-122.1297587,37.4086531,4102,Amaranta Avenue,,,,,94306,,5f6d05b6ce3381f2,America/Los_Angeles
-122.1312968,37.4462034,160,Iris Way,,,,,94303,,925fabf7170f08c1,America/Los_Angeles
-122.1295966,37.4085536,4112,Amaranta Avenue,,,,,94306,,584f4711466cc484,America/Los_Angeles
-122.1314514,37.4461447,150,Iris Way,,,,,94303,,55d7b53aef42c039,America/Los_Angeles
-122.1289715,37.4082066,4122,Amaranta Avenue,,,,,94306,,1000b9beb41dca32,America/Los_Angeles
-122.1307979,37.4463199,190,Iris Way,,,,,94303,,ae92e8eb0f7dd1b2,America/Los_Angeles
-122.1279662,37.4078553,4158,Amaranta Avenue,,,,,94306,,12a53027505318fc,America/Los_Angeles
-122.13094,37.4462696,180,Iris Way,,,,,94303,,e16fdb1d367b6dfd,America/Los_Angeles
-122.1299981,37.4087672,4090,Amaranta Avenue,,,,,94306,,2a3369e9b69ea02d,America/Los_Angeles
-122.1310955,37.4462625,170,Iris Way,,,,,94303,,bda4615f193d2512,America/Los_Angeles
-122.1303183,37.4088891,4080,Amaranta Avenue,,,,,94306,,f2990f36f5afd4dd,America/Los_Angeles
-122.1305588,37.4464732,200,Iris Way,,,,,94303,,1ec2bddba282390e,America/Los_Angeles
-122.1305919,37.4090439,4060,Amaranta Avenue,,,,,94306,,11a4788a350d8600,America/Los_Angeles
-122.1316895,37.4482026,330,Iris Way,,,,,94303,,e5a6ee884136d87c,America/Los_Angeles
-122.1301818,37.4093791,4081,Amaranta Avenue,,,,,94306,,24607118667e1803,America/Los_Angeles
-122.1315377,37.4481739,326,Iris Way,,,,,94303,,0218e9732bc599bb,America/Los_Angeles
-122.1306321,37.4095929,4077,Amaranta Avenue,,,,,94306,,abafef83204c7735,America/Los_Angeles
-122.1313277,37.4481761,320,Iris Way,,,,,94303,,70ef7500cb1211d2,America/Los_Angeles
-122.1297594,37.4091361,4085,Amaranta Avenue,,,,,94306,,157dcc5bc7519df9,America/Los_Angeles
-122.1311531,37.4481913,312,Iris Way,,,,,94303,,72533e4067f9db0b,America/Los_Angeles
-122.1310466,37.409816,4073,Amaranta Avenue,,,,,94306,,9ee7e9b44a950b31,America/Los_Angeles
-122.1309623,37.448245,306,Iris Way,,,,,94303,,eabb3cee5be1c990,America/Los_Angeles
-122.1314529,37.4100235,4057,Amaranta Avenue,,,,,94306,,7d0763b62a6ff81b,America/Los_Angeles
-122.1307399,37.4482182,300,Iris Way,,,,,94303,,642adb486793249c,America/Los_Angeles
-122.1319428,37.4102917,4031,Amaranta Avenue,,,,,94306,,cd0020ba8ffb1e50,America/Los_Angeles
-122.1305501,37.4480934,298,Iris Way,,,,,94303,,c3bf9bc7b2541f83,America/Los_Angeles
-122.1314878,37.4094858,4040,Amaranta Avenue,,,,,94306,,0928c802ac59e461,America/Los_Angeles
-122.1304772,37.4478695,290,Iris Way,,,,,94303,,74ae2c8e621c920d,America/Los_Angeles
-122.1312127,37.4093584,4044,Amaranta Avenue,,,,,94306,,b4ac5657f0d89ef5,America/Los_Angeles
-122.1305681,37.4477176,280,Iris Way,,,,,94303,,fbdf19568441819a,America/Los_Angeles
-122.1309421,37.4091827,4050,Amaranta Avenue,,,,,94306,,f1af584ec4da5f65,America/Los_Angeles
-122.1305395,37.4475578,270,Iris Way,,,,,94303,,d0056fa84b65c0c0,America/Los_Angeles
-122.1322443,37.4104555,4013,Amaranta Avenue,,,,,94306,,a3fa011fe239834f,America/Los_Angeles
-122.1305529,37.4474059,260,Iris Way,,,,,94303,,355b2729cd6e577f,America/Los_Angeles
