lon,lat,number,street,unit,city,district,region,postcode,id,hash,tz
-122.8211947,45.4417918,14015,SW TEAL BLVD,,,,,97008,,98c905ef4456979a,America/Los_Angeles
-122.8115272,45.4744471,13010,SW 17TH ST,,,,,97008,,20ff9acfa31a2795,America/Los_Angeles
-122.8444206,45.452466,16450,SW GOLD VIEW WAY,,,,,97007,,e386ad37f6e98569,America/Los_Angeles
-122.7984762,45.4636774,11785,SW TIMBERLINE DR,,,,,97008,,c27e8499f42cb4e1,America/Los_Angeles
-122.7991051,45.4615679,8045,SW HALL BLVD,# 28,,,,97008,,4d7186bdc3642b40,America/Los_Angeles
-122.832972,45.4498371,15190,SW SAPPHIRE DR,,,,,97007,,462677754d61df45,America/Los_Angeles
-122.7493712,45.5036072,7021,SW CANYON RD,,,,,97225,,17ddb122a13831fa,America/Los_Angeles
-122.7990866,45.4584825,11895,SW MURPHY LN,,,,,97008,,5b2d8dffad694a3a,America/Los_Angeles
-122.7919679,45.466171,11170,SW BLAKENEY ST,,,,,97008,,749e1fedfa4bbec9,America/Los_Angeles
-122.8436769,45.4923365,16205,SW AUDUBON ST,# 203,,,,97003,,e5a104c2b6c4c87d,America/Los_Angeles
-122.8603397,45.5221381,351,NW KOTRIK PL,,,,,97006,,7095a6f875593c61,America/Los_Angeles
-122.8328192,45.4942079,15110,SW MILLIKAN WAY,# 1128,,,,97003,,a0ecb42fa66cc965,America/Los_Angeles
-122.8457993,45.4747484,16425,SW IVY GLENN ST,,,,,97007,,23ce44d30842329c,America/Los_Angeles
-122.790967,45.4618547,8079,SW CIRRUS DR,,,,,97008,,5037fa5654a599ee,America/Los_Angeles
-122.7621336,45.4838476,8330,SW APPLE WAY,# 201,,,,97225,,75f384408ed3fb54,America/Los_Angeles
-122.7613806,45.4859663,8225,SW APPLE WAY,# 103,,,,97225,,c3c251fc222e1fbb,America/Los_Angeles
-122.8370931,45.45014,15575,SW BRECCIA DR,,,,,97007,,26fb3abb5e71dc86,America/Los_Angeles
-122.8287283,45.452038,14704,SW BEARD RD,# 136,,,,97007,,a2fce28f3e57d9d6,America/Los_Angeles
-122.7886929,45.4824489,10950,SW 5TH ST,# 245,,,,97005,,c7c83c8b7dd678a9,America/Los_Angeles
-122.7967471,45.4652047,11625,SW RIDGEVIEW TER,,,,,97008,,9fa1b85bf61afbb3,America/Los_Angeles
-122.814863,45.476878,5972,SW MENLO DR,,,,,97005,,b774e75ec5c29430,America/Los_Angeles
-122.8314168,45.4492609,9785,SW 151ST AVE,,,,,97007,,ad2d8a6aee9d2816,America/Los_Angeles
-122.7974348,45.4593457,8320,SW GREENWAY,,,,,97008,,3484137476e13d64,America/Los_Angeles
-122.8066875,45.4855813,4705,SW WATSON AVE,,,,,97005,,179f8fe3c0a93356,America/Los_Angeles
-122.8276284,45.4807195,5335,SW MURRAY BLVD,# 102,,,,97005,,3a6a44284b11934b,America/Los_Angeles
-122.7975283,45.4505668,11740,SW ROBBINS DR,,,,,97008,,6b4b3c5ffca62445,America/Los_Angeles
-122.825454,45.4571877,8695,SW MAVERICK TER,# 110,,,,97008,,6398c4c53708a677,America/Los_Angeles
-122.8283219,45.4506076,14720,SW BEARD RD,# 103,,,,97007,,5a0bd75fba208583,America/Los_Angeles
-122.8250711,45.478149,14390,SW LISA LN,,,,,97005,,665f5d25fbd90c45,America/Los_Angeles
-122.8301323,45.460386,8225,SW GEARHART DR,,,,,97007,,2eead7674ee0728b,America/Los_Angeles
-122.8225561,45.4836644,5022,SW ROCKLYNN PL,,,,,97005,,1e3211ba0a4e088d,America/Los_Angeles
-122.8275039,45.4569025,8700,SW 147TH TER,# 104,,,,97007,,6b12c466d3c80884,America/Los_Angeles
-122.808517,45.4910157,12875,SW CRESCENT ST,# 624,,,,97005,,663c9ea29b4e066d,America/Los_Angeles
-122.839842,45.4332182,12015,SW TURNSTONE AVE,,,,,97007,,de7e6902ef3f09e0,America/Los_Angeles
-122.8303457,45.4977522,14827,SW MILLIKAN WAY,,,,,97003,,f1dbd2be17cd1e7d,America/Los_Angeles
-122.8450095,45.4674051,7265,SW 163RD PL,,,,,97007,,4cc3cff4820d069f,America/Los_Angeles
-122.813001,45.4662711,7415,SW HART PL,,,,,97008,,f87d10c081a0371b,America/Los_Angeles
-122.8480324,45.522228,16605,NW TORREY PINES CT,,,,,97006,,3a8b88a5e9799ea3,America/Los_Angeles
-122.827708,45.4951854,14641,SW MILLIKAN WAY,,,,,97003,,6c3fbd3a944c31df,America/Los_Angeles
-122.8644214,45.5183989,158,SW SALIX TER,,,,,97006,,1f1975798b1dab1d,America/Los_Angeles
-122.826616,45.435667,14540,SW QUAIL LN,# 207,,,,97007,,78053c194fbc75f1,America/Los_Angeles
-122.8285779,45.484776,14640,SW FARMINGTON RD,# 52,,,,97007,,990522009c7f7634,America/Los_Angeles
-122.8319833,45.43297,12053,SW HORIZON BLVD,,,,,97007,,16c853aefc2ff168,America/Los_Angeles
-122.8375679,45.4538526,15595,SW REDSTONE DR,,,,,97007,,fdcc04d15be64e8a,America/Los_Angeles
-122.8305016,45.4972037,14929,SW MILLIKAN WAY,# 1113,,,,97003,,37c4d62a42e82db5,America/Los_Angeles
-122.8276964,45.4436029,14675,SW OSPREY DR,# 422,,,,97007,,72344cc77fe25caa,America/Los_Angeles
-122.7721598,45.4818709,5270,SW SPRUCE AVE,,,,,97005,,e6a93eca01f2e7e9,America/Los_Angeles
-122.8306723,45.5156817,630,SW 150TH AVE,# 211,,,,97006,,acefb6d41d8c7dee,America/Los_Angeles
-122.8377889,45.4386827,15816,SW BOBWHITE CIR,,,,,97007,,df4436894acaf208,America/Los_Angeles
-122.7984977,45.4616722,8095,SW HALL BLVD,# 31,,,,97008,,1866f7144fc68853,America/Los_Angeles
-122.8170761,45.4568153,8740,SW BRIDLETRAIL AVE,,,,,97008,,dc97e8a8efd052c5,America/Los_Angeles
-122.8111011,45.4773568,5920,SW ERICKSON AVE,# 19,,,,97005,,7300d6ed063a585c,America/Los_Angeles
-122.8134248,45.4499277,9775,SW HIALEAH DR,,,,,97008,,60a2bdee2802e567,America/Los_Angeles
-122.8355669,45.465826,7490,SW 154TH PL,,,,,97007,,36f71d58e2065ff2,America/Los_Angeles
-122.8390731,45.431699,12200,SW 158TH AVE,,,,,97007,,76b9dd15f69fa9e2,America/Los_Angeles
-122.7793499,45.4827921,5170,SW ELM AVE,,,,,97005,,149fe9c8ef9b9675,America/Los_Angeles
-122.8052365,45.4777878,5890,SW HALL BLVD,# 3,,,,97005,,dc31cf677ed8ec42,America/Los_Angeles
-122.8248843,45.443787,14320,SW COUGAR RIDGE DR,,,,,97008,,8d47d9f6c474b2d5,America/Los_Angeles
-122.7802766,45.4575721,8703,SW BRIGHTFIELD CIR,,,,,97223,,f570d5aad147bc25,America/Los_Angeles
-122.8324299,45.4411144,15208,SW TEAL BLVD,# E,,,,97007,,6829ab662a05e7e5,America/Los_Angeles
-122.8423312,45.5207971,16055,NW SCHENDEL AVE,# G,,,,97006,,72331263760ce4b8,America/Los_Angeles
-122.8634014,45.5255073,18104,NW WALKER RD,# A,,,,97006,,e652a7f3f2379b04,America/Los_Angeles
-122.8034695,45.4443082,12270,SW PIONEER LN,# 155,,,,97008,,89ce236ece5ee1c1,America/Los_Angeles
-122.8178005,45.4826931,13720,SW 6TH ST,# 1,,,,97005,,cd81a4886092fffd,America/Los_Angeles
-122.818441,45.4820775,13735,SW HAZEL ST,# 104,,,,97005,,189f69c17f733533,America/Los_Angeles
-122.8125036,45.4760461,6075,SW ERICKSON AVE,,,,,97008,,2118d41c87a2ad00,America/Los_Angeles
-122.8405528,45.5274742,1115,NW 158TH AVE,# 405,,,,97006,,b42c8621064550b6,America/Los_Angeles
-122.816588,45.4916965,13605,SW ELECTRIC ST,,,,,97005,,791f928cee0a908e,America/Los_Angeles
-122.7813941,45.4750322,10140,SW ALLEN BLVD,# B,,,,97005,,2533717c56ac475c,America/Los_Angeles
-122.8296535,45.4299096,14925,SW BARROWS RD,# 105,,,,97007,,0ec42c7ec7ac7709,America/Los_Angeles
-122.8407781,45.5274303,1115,NW 158TH AVE,# 406,,,,97006,,be9435dfdfaa7986,America/Los_Angeles
-122.8640133,45.525407,18090,NW WALKER RD,# C,,,,97006,,829673d1e90d448d,America/Los_Angeles
-122.7894715,45.4543972,8910,SW GEMINI DR,,,,,97008,,98ad8384cf40b1bd,America/Los_Angeles
-122.8139805,45.461878,13325,SW LANCEWOOD ST,,,,,97008,,b179f461b4bdb7e7,America/Los_Angeles
-122.8214364,45.4419083,14025,SW TEAL BLVD,,,,,97008,,7fdcf7c0cd0b6313,America/Los_Angeles
-122.8509954,45.5128152,16942,SW STEELE WAY,,,,,97006,,85c59f39e751443c,America/Los_Angeles
-122.7996222,45.4864433,11900,SW BEAVERTON HILLSDALE HWY,,,,,97005,,956354fe6bf38723,America/Los_Angeles
-122.775789,45.4755155,9610,SW SUNSHINE CT,# 100,,,,97005,,cefbe07faa9acc40,America/Los_Angeles
-122.7955771,45.4801855,5472,SW ALGER AVE,# B14,,,,97005,,f1ae48ec325081ba,America/Los_Angeles
-122.8058464,45.4650465,7600,SW ESCALON PL,,,,,97008,,56457a9a88f9d9f6,America/Los_Angeles
-122.833773,45.4942749,15150,SW MILLIKAN WAY,# 837,,,,97003,,7176b75cb533e6b5,America/Los_Angeles
-122.8598313,45.5240176,17790,NW CAMBRAY ST,,,,,97006,,fb3bedd809996641,America/Los_Angeles
-122.7937485,45.4752984,6150,SW KING BLVD,# 64,,,,97008,,feb86bae218f3e33,America/Los_Angeles
-122.8279474,45.4812128,5335,SW MURRAY BLVD,# 238,,,,97005,,b2f552de11011f66,America/Los_Angeles
-122.8354622,45.4318867,15445,SW SPARROW LOOP,,,,,97007,,d1376a0cd7dc4e83,America/Los_Angeles
-122.8247672,45.4394649,14350,SW TEAL BLVD,# F,,,,97008,,0758b611a11ad923,America/Los_Angeles
-122.7566768,45.4649214,7700,SW GARDEN HOME RD,# 31,,,,97223,,bdae825064e3b497,America/Los_Angeles
-122.8280353,45.4827561,14665,SW REDBUD WAY,,,,,97007,,fe0b398c5c645edd,America/Los_Angeles
-122.8209174,45.4768938,13985,SW ALLEN BLVD,# 8,,,,97005,,e6d08106f04619f0,America/Los_Angeles
-122.8093045,45.4825792,5155,SW MAIN AVE,,,,,97005,,f64097451cea5975,America/Los_Angeles
-122.8021007,45.4485857,12195,SW SPUR CT,,,,,97008,,37040a4c6b7f3a73,America/Los_Angeles
-122.7891375,45.4938453,3630,SW 110TH AVE,,,,,97005,,979b34aa6b1e567e,America/Los_Angeles
-122.807556,45.4900465,12725,SW MILLIKAN WAY,# 313,,,,97005,,4879cf31c9f4db9f,America/Los_Angeles
-122.8443969,45.4930154,16133,SW AUDUBON ST,,,,,97003,,6ff38179d62b4315,America/Los_Angeles
-122.811569,45.4740464,13080,SW 17TH ST,,,,,97008,,e10bfcf2a85e5b58,America/Los_Angeles
-122.8024877,45.4898602,4125,SW LOMBARD AVE,,,,,97005,,48d234d3272707cf,America/Los_Angeles
-122.8312963,45.4406794,15226,SW TEAL BLVD,# B,,,,97007,,4d0ddcade9ac7e7e,America/Los_Angeles
-122.8012216,45.4880796,4352,SW LOMBARD AVE,,,,,97005,,51331a7663f89f36,America/Los_Angeles
-122.773985,45.4736134,6455,SW CHESTNUT LN,,,,,97005,,d6581af14822f7c6,America/Los_Angeles
-122.7841515,45.5165266,466,SW VALERIA VIEW DR,# 203,,,,97225,,1e968051987f9076,America/Los_Angeles
-122.7949927,45.4470057,10006,SW CONESTOGA DR,# 115,,,,97008,,c6b176d700cc72b4,America/Los_Angeles
-122.7960612,45.5255773,736,NW 118TH AVE,# 104,,,,97229,,afbf1bc5f646bd88,America/Los_Angeles
-122.8010905,45.4895942,4130,SW LOMBARD AVE,# 110,,,,97005,,70fe3c8426ed4eff,America/Los_Angeles
-122.8531958,45.5268012,948,NW 170TH DR,,,,,97006,,d27473c8a23a7524,America/Los_Angeles
-122.8311971,45.4564717,14955,SW ONYX CT,,,,,97007,,b07cbc21a50447eb,America/Los_Angeles
-122.8033616,45.52238,315,NW LOST SPRINGS TER,# 404,,,,97229,,99fac7e552abe290,America/Los_Angeles
-122.8088269,45.4916944,3800,SW CEDAR HILLS BLVD,# 241,,,,97005,,0f50ce7e204c448b,America/Los_Angeles
-122.7997397,45.4837854,4875,SW PACIFIC AVE,,,,,97005,,8c4f89ad78b30363,America/Los_Angeles
-122.8082329,45.4760395,12800,SW ALLEN BLVD,# C,,,,97005,,9b30ab0e5c9296c0,America/Los_Angeles
-122.8000976,45.5246792,620,NW LOST SPRINGS TER,# 301,,,,97229,,de7d532fec726e89,America/Los_Angeles
-122.7971564,45.4928872,3670,SW 117TH AVE,# 137,,,,97005,,b2b534259e9a33c4,America/Los_Angeles
-122.7778055,45.4664318,7405,SW SCHOLLS FERRY RD,# 3,,,,97008,,5fae20eb80fc021d,America/Los_Angeles
-122.8145006,45.4733085,13405,SW WHISTLING WAY,,,,,97008,,2e8e8ff3997ed912,America/Los_Angeles
-122.8282393,45.4837434,5005,SW MURRAY BLVD,# 602,,,,97005,,daa0f9acede1877e,America/Los_Angeles
-122.8435616,45.4281359,16260,SW WHISTLING SWAN LN,,,,,97007,,db020b070587b8e7,America/Los_Angeles
-122.8140495,45.4486228,9895,SW PIMLICO TER,,,,,97008,,eb49fe1bf6081e56,America/Los_Angeles
-122.8073875,45.4564073,12745,SW JENNETT CT,,,,,97008,,e012e43e95a33dc5,America/Los_Angeles
-122.8446025,45.4492987,9785,SW 163RD AVE,,,,,97007,,4457e46231f1bacf,America/Los_Angeles
-122.8523339,45.5256379,833,NW 170TH DR,,,,,97006,,6feca0be5ec4dc0d,America/Los_Angeles
-122.8258372,45.4641047,7690,SW MURRAY BLVD,,,,,97008,,828494fcba6c3e92,America/Los_Angeles
-122.7861158,45.4855549,10700,SW BEAVERTON HILLSDALE HWY,# 215,,,,97005,,dc1861c1089dcae7,America/Los_Angeles
-122.8189109,45.4625316,13800,SW HARGIS RD,,,,,97008,,fafb50feb67c7d4f,America/Los_Angeles
-122.8134775,45.4612488,13225,SW BLUEBELL LN,,,,,97008,,0d53ae5cb27d3f34,America/Los_Angeles
-122.8069045,45.4947418,3479,SW 126TH AVE,,,,,97005,,7ca6045569771327,America/Los_Angeles
-122.8508272,45.5119034,1100,SW 170TH AVE,,,,,97003,,0ef0da988f669063,America/Los_Angeles
-122.8317913,45.4281401,15140,SW BARROWS RD,,,,,97007,,40e5a79e83df21f5,America/Los_Angeles
-122.83897,45.4279334,15740,SW KINGFISHER LN,,,,,97007,,e84ac43761d25ed0,America/Los_Angeles
-122.8426324,45.4939849,16015,SW AUDUBON ST,# 102,,,,97003,,c019426c42a49f62,America/Los_Angeles
-122.793926,45.4787144,11375,SW 12TH ST,,,,,97005,,68e7b426a83d831e,America/Los_Angeles
-122.8058047,45.4984952,12520,SW GEM LN,# 302,,,,97005,,bd0bb3916b8d2704,America/Los_Angeles
-122.8175709,45.4818906,13655,SW HAZEL ST,# 101,,,,97005,,6d8ffb8283567a93,America/Los_Angeles
-122.829824,45.4586502,15025,SW TELLURIDE TER,,,,,97007,,3eab476c08048d65,America/Los_Angeles
-122.8227005,45.4475536,10020,SW 141ST AVE,,,,,97008,,9bd9070d86264fb3,America/Los_Angeles
-122.8223739,45.4423699,14155,SW TEAL BLVD,# F,,,,97008,,420194f5e812725a,America/Los_Angeles
-122.8051431,45.4981348,12520,SW GEM LN,# 1101,,,,97005,,664f313ec01f2f59,America/Los_Angeles
-122.7850074,45.4728924,6600,SW 105TH AVE,,,,,97008,,d035a9346568368d,America/Los_Angeles
-122.8015245,45.4707477,6805,SW SUSSEX ST,,,,,97008,,3c1823b4cdf2d782,America/Los_Angeles
-122.820988,45.4830259,14035,SW 6TH ST,,,,,97005,,1d483bbab095c51f,America/Los_Angeles
-122.7730437,45.4784855,9350,SW PINE ST,,,,,97005,,5f41050356bdfb9d,America/Los_Angeles
-122.8422673,45.4385109,11275,SW TANAGER TER,,,,,97007,,cf7004c92a0287a5,America/Los_Angeles
-122.7473099,45.506466,2130,SW CAMELOT CT,# 48,,,,97225,,f2484f9ff76c758e,America/Los_Angeles
-122.7987302,45.4945959,11895,SW CENTER ST,# 97,,,,97005,,424ca8c2453a8b43,America/Los_Angeles
-122.8296099,45.4684733,7135,SW PALMER WAY,,,,,97007,,f21fb8ca470e35bd,America/Los_Angeles
-122.8013617,45.4934972,12270,SW CENTER ST,# 56,,,,97005,,b837375d6484fd20,America/Los_Angeles
-122.8073997,45.4867152,4545,SW ANGEL AVE,# 313,,,,97005,,6a8f07780dcac463,America/Los_Angeles
-122.8048055,45.4877327,12475,SW BROADWAY ST,,,,,97005,,6a30d8d8cee74c2f,America/Los_Angeles
-122.775547,45.4853602,9580,SW DUNCAN LN,,,,,97005,,6aec0f50f4c75442,America/Los_Angeles
-122.8274163,45.4509784,9515,SW 146TH TER,# 1,,,,97007,,0e7d6620bf5d67d2,America/Los_Angeles
-122.7518493,45.5027331,7265,SW BENZ PARK CT,,,,,97225,,1b5b48096214a8b8,America/Los_Angeles
-122.8561465,45.4311164,12315,SW 174TH TER,,,,,97007,,bda847901b104506,America/Los_Angeles
-122.8590977,45.5270808,17729,NW DOGWOOD CT,,,,,97006,,74726c0e29c1972e,America/Los_Angeles
-122.8102434,45.4696832,6920,SW 130TH AVE,,,,,97008,,4e62fb8a414c612c,America/Los_Angeles
-122.7923244,45.4672543,11225,SW CLIFFORD ST,,,,,97008,,1a0a091d58c28011,America/Los_Angeles
-122.7949433,45.4610615,8102,SW HALL BLVD,,,,,97008,,3820ea0eba5c325a,America/Los_Angeles
-122.8562102,45.5344578,1945,NW 173RD AVE,# 1902,,,,97006,,73762af2a98e3136,America/Los_Angeles
-122.7796418,45.455887,8930,SW HALL BLVD,# 4,,,,97223,,a298a44d39519035,America/Los_Angeles
-122.8217284,45.4468539,10038,SW STEEPLECHASE CIR,,,,,97008,,72c21a648769ce93,America/Los_Angeles
-122.8556215,45.5347725,1935,NW 173RD AVE,# 1810,,,,97006,,f68e9b53976daba2,America/Los_Angeles
-122.8404154,45.4283915,12675,SW 159TH CT,,,,,97007,,f43aea0ac0a6842f,America/Los_Angeles
-122.8154298,45.4588719,8350,SW 135TH AVE,,,,,97008,,aa3c01a5ee3c0997,America/Los_Angeles
-122.795199,45.4932288,3745,SW 114TH AVE,# 9,,,,97005,,94dfd8fd6dee8533,America/Los_Angeles
-122.8264927,45.4634171,7810,SW ALAMEDA LN,,,,,97007,,3b03474df43144cf,America/Los_Angeles
-122.856325,45.5326243,1777,NW 173RD AVE,# 607,,,,97006,,873ee545c3e7d5b4,America/Los_Angeles
-122.7998526,45.5240164,11830,NW HOLLY SPRINGS LN,# 204,,,,97229,,cc1dc93be1f21825,America/Los_Angeles
-122.8278026,45.4842419,5005,SW MURRAY BLVD,# 724,,,,97005,,5626c473babf672f,America/Los_Angeles
-122.8111357,45.4962805,3205,SW CEDAR HILLS BLVD,# 52,,,,97005,,468d1cac6582460c,America/Los_Angeles
-122.825534,45.4403291,14480,SW TEAL BLVD,# E,,,,97008,,091c09a7124c584f,America/Los_Angeles
-122.8231178,45.441072,14215,SW TEAL BLVD,# H,,,,97008,,f415d98c2a9183a3,America/Los_Angeles
-122.8347524,45.447378,15375,SW SANDPIPER LN,,,,,97007,,1501ff1bc8e382c2,America/Los_Angeles
-122.8257608,45.4774749,5870,SW MURRAY BLVD,# 7,,,,97005,,c7a2e7c4751f86f2,America/Los_Angeles
-122.8025944,45.4898158,4125,SW LOMBARD AVE,# 10,,,,97005,,6aff1a3800df85a1,America/Los_Angeles
-122.7802904,45.4681893,10100,SW CYNTHIA ST,,,,,97008,,60681a7e35e8e92c,America/Los_Angeles
-122.7755553,45.4868018,9575,SW BEAVERTON HILLSDALE HWY,# 110,,,,97005,,7715ac3de65e8bab,America/Los_Angeles
-122.7855303,45.5160586,474,SW VALERIA VIEW DR,# 204,,,,97225,,a30cad719d41a6ee,America/Los_Angeles
-122.858961,45.5260426,17718,NW SUE CT,,,,,97006,,4eb11d044a1882dc,America/Los_Angeles
-122.8262543,45.4339315,14748,SW SCHOLLS FERRY RD,# 914,,,,97007,,42a48f1622a8ec88,America/Los_Angeles
-122.8366635,45.4741522,6313,SW 154TH PL,,,,,97007,,5b058dbe4578422c,America/Los_Angeles
-122.8287697,45.4634788,7810,SW CALAVERAS CT,,,,,97007,,d825da4b82ebe27b,America/Los_Angeles
-122.8212968,45.4868868,14025,SW FARMINGTON RD,# 160,,,,97005,,230ec000c3237c62,America/Los_Angeles
-122.8411415,45.4358761,15957,SW THRUSH LN,,,,,97007,,b5afd52ef931cb96,America/Los_Angeles
-122.8313065,45.4960935,14923,SW MILLIKAN WAY,# 822,,,,97003,,e102c47f2236dc66,America/Los_Angeles
-122.8043409,45.4935396,12350,SW CENTER ST,# 7,,,,97005,,f89b1344ce9cf469,America/Los_Angeles
